SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_NAME,POSITION,COLUMN_COMMENTS,DATA_TYPE,COLUMN_ID,IDX,COL_TOT,PK_COL
591,FB_KFA_MSTOLD_WORK,,PLCAE,,,VARCHAR(200),14,14,33,
592,FB_KFA_MSTOLD_WORK,,ISSUPERIOR,,,CHAR(1),15,15,33,
593,FB_KFA_MSTOLD_WORK,,ISBLACKLIST,,,CHAR(1),16,16,33,
594,FB_KFA_MSTOLD_WORK,,KFACODE,,,VARCHAR(200),17,17,33,
595,FB_KFA_MSTOLD_WORK,,AFCCODE,,,VARCHAR(200),18,18,33,
596,FB_KFA_MSTOLD_WORK,,EDU_TYPE,,,VARCHAR(20),19,19,33,
597,FB_KFA_MSTOLD_WORK,,RESNO,,,VARCHAR(20),20,20,33,
598,FB_KFA_MSTOLD_WORK,,GRADE,,,VARCHAR(10),21,21,33,
599,FB_KFA_MSTOLD_WORK,,USERID,,,VARCHAR(20),22,22,33,
600,FB_KFA_MSTOLD_WORK,,KFASUBJ,,,VARCHAR(20),23,23,33,
601,FB_KFA_MSTOLD_WORK,,KFASUBJSEQ,,,VARCHAR(4),24,24,33,
602,FB_KFA_MSTOLD_WORK,,STEP,,,VARCHAR(10),25,25,33,
603,FB_KFA_MSTOLD_WORK,,EXAM,,,VARCHAR(10),26,26,33,
604,FB_KFA_MSTOLD_WORK,,LICENSE_NDATE,,,VARCHAR(14),27,27,33,
605,FB_KFA_MSTOLD_WORK,,LICENSE_UDATE,,,VARCHAR(14),28,28,33,
606,FB_KFA_MSTOLD_WORK,,SUBJ_TYPE,,,VARCHAR(20),29,29,33,
607,FB_KFA_MSTOLD_WORK,,RENEWAL_CNT,,,NUMBER,30,30,33,
608,FB_KFA_MSTOLD_WORK,,HISTORYGUBUN,,,VARCHAR(10),31,31,33,
609,FB_KFA_MSTOLD_WORK,,LUSERID,,,VARCHAR(20),32,32,33,
610,FB_KFA_MSTOLD_WORK,,LDATE,,,VARCHAR(50),33,33,33,
611,FB_LANGUAGESCRIPT,다국어관리,LANGKEY,1,키,VARCHAR(80),1,1,10,LANGKEY
612,FB_LANGUAGESCRIPT,다국어관리,GUBUN,,구분,VARCHAR(20),2,2,10,
613,FB_LANGUAGESCRIPT,다국어관리,KOREAN,,한국어,VARCHAR(1000),3,3,10,
614,FB_LANGUAGESCRIPT,다국어관리,ENGLISH,,영어,VARCHAR(1000),4,4,10,
615,FB_LANGUAGESCRIPT,다국어관리,CHINESE,,중국어,VARCHAR(1000),5,5,10,
616,FB_LANGUAGESCRIPT,다국어관리,COMMENTS,,메모,VARCHAR(200),6,6,10,
617,FB_LANGUAGESCRIPT,다국어관리,INDATE,,등록일,VARCHAR(14),7,7,10,
618,FB_LANGUAGESCRIPT,다국어관리,INUSERID,,등록자,VARCHAR(20),8,8,10,
619,FB_LANGUAGESCRIPT,다국어관리,LDATE,,수정일,VARCHAR(14),9,9,10,
620,FB_LANGUAGESCRIPT,다국어관리,LUSERID,,수정자,VARCHAR(20),10,10,10,
621,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,LANGKEY,1,키,VARCHAR(80),1,1,10,LANGKEY
622,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,GUBUN,,구분,VARCHAR(20),2,2,10,
623,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,KOREAN,,한국어,VARCHAR(1000),3,3,10,
624,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,ENGLISH,,영어,VARCHAR(1000),4,4,10,
625,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,CHINESE,,중국어,VARCHAR(1000),5,5,10,
626,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,COMMENTS,,메모,VARCHAR(200),6,6,10,
627,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,INDATE,,등록일,VARCHAR(14),7,7,10,
628,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,INUSERID,,등록자,VARCHAR(20),8,8,10,
629,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,LDATE,,수정일,VARCHAR(14),9,9,10,
630,FB_LANGUAGESCRIPT_DEV,다국어관리_개발,LUSERID,,수정자,VARCHAR(20),10,10,10,
631,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,LANGKEY,,키,VARCHAR(80),1,1,10,
632,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,GUBUN,,구분,VARCHAR(20),2,2,10,
633,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,KOREAN,,한국어,VARCHAR(1000),3,3,10,
634,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,ENGLISH,,영어,VARCHAR(1000),4,4,10,
635,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,CHINESE,,중국어,VARCHAR(1000),5,5,10,
636,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,COMMENTS,,메모,VARCHAR(200),6,6,10,
637,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,INDATE,,등록일,VARCHAR(14),7,7,10,
638,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,INUSERID,,등록자,VARCHAR(20),8,8,10,
639,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,LDATE,,수정일,VARCHAR(14),9,9,10,
640,FB_LANGUAGESCRIPT_REAL,다국어관리_운영,LUSERID,,수정자,VARCHAR(20),10,10,10,
641,FB_LICENSE,자격증테이블,SUBJ,1,과정코드,VARCHAR(20),1,1,22,SUBJ
642,FB_LICENSE,자격증테이블,SUBJSEQ,2,차수코드,VARCHAR(4),2,2,22,SUBJSEQ
643,FB_LICENSE,자격증테이블,USERID,3,사용자아이디,VARCHAR(20),3,3,22,USERID
644,FB_LICENSE,자격증테이블,SUBJGUBUN,,지도자급수,VARCHAR(20),4,4,22,
645,FB_LICENSE,자격증테이블,GETYYMM,,취득년월,VARCHAR(4),5,5,22,
646,FB_LICENSE,자격증테이블,KFA_NO,,KFA자격증번호,VARCHAR(100),6,6,22,
647,FB_LICENSE,자격증테이블,AFC_NO,,AFC자격증번호,VARCHAR(100),7,7,22,
648,FB_LICENSE,자격증테이블,GETDATE,,취득일,VARCHAR(14),8,8,22,
649,FB_LICENSE,자격증테이블,UDATE,,만료일,VARCHAR(14),9,9,22,
650,FB_LICENSE,자격증테이블,SENDDATE,,발송일,VARCHAR(20),10,10,22,
651,FB_LICENSE,자격증테이블,INUSERID,,등록자,VARCHAR(20),11,11,22,
652,FB_LICENSE,자격증테이블,INDATE,,등록일,VARCHAR(14),12,12,22,
653,FB_LICENSE,자격증테이블,LUSERID,,수정자,VARCHAR(20),13,13,22,
654,FB_LICENSE,자격증테이블,LDATE,,수정일,VARCHAR(14),14,14,22,
655,FB_LICENSE,자격증테이블,RENEWAL_CNT,,갱신횟수,NUMBER,15,15,22,
656,FB_LICENSE,자격증테이블,NDATE,,최종갱신일,VARCHAR(14),16,16,22,
657,FB_LICENSE,자격증테이블,CHANGE_YN,,자격전환여부,CHAR(1),17,17,22,
658,FB_LICENSE,자격증테이블,GRADE_SUM,,,NUMBER,18,18,22,
659,FB_LICENSE,자격증테이블,LIMIT_PROMOTION,,,CHAR(1),19,19,22,
660,FB_LICENSE,자격증테이블,LIMIT_DATE,,,VARCHAR(8),20,20,22,
661,FB_LICENSE,자격증테이블,UNLIMIT_DATE,,,VARCHAR(8),21,21,22,
662,FB_LICENSE,자격증테이블,FLAG,,"배치등록여부 구분값(Y: 배치 등록, N:배치 미등록)",CHAR(1),22,22,22,
663,FB_LICENSE_BAK,,SUBJ,,,VARCHAR(20),1,1,17,
664,FB_LICENSE_BAK,,SUBJSEQ,,,VARCHAR(4),2,2,17,
665,FB_LICENSE_BAK,,USERID,,,VARCHAR(20),3,3,17,
666,FB_LICENSE_BAK,,SUBJGUBUN,,,VARCHAR(20),4,4,17,
667,FB_LICENSE_BAK,,GETYYMM,,,VARCHAR(4),5,5,17,
668,FB_LICENSE_BAK,,KFA_NO,,,VARCHAR(30),6,6,17,
669,FB_LICENSE_BAK,,AFC_NO,,,VARCHAR(30),7,7,17,
670,FB_LICENSE_BAK,,GETDATE,,,VARCHAR(14),8,8,17,
671,FB_LICENSE_BAK,,UDATE,,,VARCHAR(14),9,9,17,
672,FB_LICENSE_BAK,,SENDDATE,,,VARCHAR(20),10,10,17,
673,FB_LICENSE_BAK,,INUSERID,,,VARCHAR(20),11,11,17,
674,FB_LICENSE_BAK,,INDATE,,,VARCHAR(14),12,12,17,
675,FB_LICENSE_BAK,,LUSERID,,,VARCHAR(20),13,13,17,
676,FB_LICENSE_BAK,,LDATE,,,VARCHAR(14),14,14,17,
677,FB_LICENSE_BAK,,RENEWAL_CNT,,,NUMBER,15,15,17,
678,FB_LICENSE_BAK,,NDATE,,,VARCHAR(14),16,16,17,
679,FB_LICENSE_BAK,,CHANGE_YN,,,CHAR(1),17,17,17,
680,FB_LICENSE_GUBUN,,GUBUN,1,과정구분코드,VARCHAR(12),1,1,7,GUBUN
681,FB_LICENSE_GUBUN,,LICENSENM,,자격증명,VARCHAR(50),2,2,7,
682,FB_LICENSE_GUBUN,,LICENSE_ORDER,,자격증 순서(숫자가 클수록 높은 자격증),NUMBER,3,3,7,
683,FB_LICENSE_GUBUN,,OLD_PERIOD,,OLD_의무이행기간,NUMBER,4,4,7,
684,FB_LICENSE_GUBUN,,OLD_GRADE,,OLD_의무이행점수,NUMBER,5,5,7,
685,FB_LICENSE_GUBUN,,NEW_PERIOD,,NEW_의무이행기간,NUMBER,6,6,7,
686,FB_LICENSE_GUBUN,,NEW_GRADE,,NEW_의무이행점수,NUMBER,7,7,7,
687,FB_LICENSE_ISSUED,자격증 재발급,LICENSE_NO,1,자격증번호,VARCHAR(30),1,1,12,LICENSE_NO
688,FB_LICENSE_ISSUED,자격증 재발급,ORDR_IDXX,2,주문번호,VARCHAR(40),2,2,12,ORDR_IDXX
689,FB_LICENSE_ISSUED,자격증 재발급,SUBJGUBUN,,지도자급수,VARCHAR(20),3,3,12,
690,FB_LICENSE_ISSUED,자격증 재발급,APPLY_USERID,,신청자,VARCHAR(20),4,4,12,
691,FB_LICENSE_ISSUED,자격증 재발급,APPLY_DATE,,신청일,VARCHAR(14),5,5,12,
692,FB_LICENSE_ISSUED,자격증 재발급,STATE,,진행상태,VARCHAR(20),6,6,12,
693,FB_LICENSE_ISSUED,자격증 재발급,INUSERID,,등록자,VARCHAR(20),7,7,12,
694,FB_LICENSE_ISSUED,자격증 재발급,INDATE,,등록자,VARCHAR(14),8,8,12,
695,FB_LICENSE_ISSUED,자격증 재발급,LUSERID,,최종수정자,VARCHAR(20),9,9,12,
696,FB_LICENSE_ISSUED,자격증 재발급,LDATE,,최종수정자,VARCHAR(14),10,10,12,
697,FB_LICENSE_ISSUED,자격증 재발급,UDATE,,만료,VARCHAR(14),11,11,12,
698,FB_LICENSE_ISSUED,자격증 재발급,ENG_YN,,영문 자격확인서 여부,CHAR(1),12,12,12,
699,FB_LICENSE_TEMP,,SUBJ,,,VARCHAR(20),1,1,9,
700,FB_LICENSE_TEMP,,YEAR,,,VARCHAR(4),2,2,9,
701,FB_LICENSE_TEMP,,SUBJSEQ,,,VARCHAR(4),3,3,9,
702,FB_LICENSE_TEMP,,USERID,,,VARCHAR(20),4,4,9,
703,FB_LICENSE_TEMP,,KFA_NO,,,VARCHAR(40),5,5,9,
704,FB_LICENSE_TEMP,,AFC_NO,,,VARCHAR(40),6,6,9,
705,FB_LICENSE_TEMP,,SENDDATE,,,VARCHAR(20),7,7,9,
706,FB_LICENSE_TEMP,,LDATE,,,VARCHAR(20),8,8,9,
707,FB_LICENSE_TEMP,,LUSERID,,,VARCHAR(20),9,9,9,
708,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,SEQ,1,로그 시퀀스,NUMBER,1,1,7,SEQ
709,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,SUBJ,,과정코드,VARCHAR(20),2,2,7,
710,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,SUBJSEQ,,차수코드,VARCHAR(4),3,3,7,
711,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,USERID,,사용자아이디,VARCHAR(20),4,4,7,
712,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,SUBJGUBUN,,지도자급수,VARCHAR(20),5,5,7,
713,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,INDATE,,갱신일,VARCHAR(14),6,6,7,
714,FB_LICENSE_UPDATE_LOG,자격증 갱신 로그,INUSERID,,갱신자,VARCHAR(20),7,7,7,
715,FB_LOGIN,,LOGIN_SEQ,2,로그인일련번호,NUMBER,1,1,5,LOGIN_SEQ
716,FB_LOGIN,,USERID,1,아이디,VARCHAR(30),2,2,5,USERID
717,FB_LOGIN,,IPADDRESS,,IP,VARCHAR(20),3,3,5,
718,FB_LOGIN,,LOGINTIME,,로그인 시간,DATE,4,4,5,
719,FB_LOGIN,,OS_TYPE_CODE,,운영체계유형코드,VARCHAR(4),5,5,5,
720,FB_LOGINCHK_LOG,90일 미접속 비밀번호 변경 체크 배치 로그,SEQ,1,시퀀스,NUMBER,1,1,4,SEQ
721,FB_LOGINCHK_LOG,90일 미접속 비밀번호 변경 체크 배치 로그,USERID,,아이디,VARCHAR(30),2,2,4,
722,FB_LOGINCHK_LOG,90일 미접속 비밀번호 변경 체크 배치 로그,LASTLOGIN,,마지막접속일,VARCHAR(14),3,3,4,
723,FB_LOGINCHK_LOG,90일 미접속 비밀번호 변경 체크 배치 로그,INDATE,,등록일,VARCHAR(14),4,4,4,
724,FB_LOG_SENDEMAIL,,YEARMONTH,,,VARCHAR(6),1,1,13,
725,FB_LOG_SENDEMAIL,,SEQ,,,NUMBER,2,2,13,
726,FB_LOG_SENDEMAIL,,INUSERID,,,VARCHAR(20),3,3,13,
727,FB_LOG_SENDEMAIL,,INDATE,,,VARCHAR(14),4,4,13,
728,FB_LOG_SENDEMAIL,,SUBJECT,,,VARCHAR(200),5,5,13,
729,FB_LOG_SENDEMAIL,,RECEIVEEMAIL,,,VARCHAR(200),6,6,13,
730,FB_LOG_SENDEMAIL,,SENDEMAIL,,,VARCHAR(200),7,7,13,
731,FB_LOG_SENDEMAIL,,SAVEFILENAME,,,VARCHAR(200),8,8,13,
732,FB_LOG_SENDEMAIL,,REALFILENAME,,,VARCHAR(200),9,9,13,
733,FB_LOG_SENDEMAIL,,FILESIZE,,,NUMBER,10,10,13,
734,FB_LOG_SENDEMAIL,,RESULT,,,VARCHAR(10),11,11,13,
735,FB_LOG_SENDEMAIL,,RESULT_MSG,,,CLOB,12,12,13,
736,FB_LOG_SENDEMAIL,,RECEIVEUSERID,,,VARCHAR(20),13,13,13,
737,FB_LOG_SMS,,SEQ,,,NUMBER,1,1,11,
738,FB_LOG_SMS,,SMSDATE,,,VARCHAR(14),2,2,11,
739,FB_LOG_SMS,,CALL_TO,,,VARCHAR(30),3,3,11,
740,FB_LOG_SMS,,CALL_FROM,,,VARCHAR(30),4,4,11,
741,FB_LOG_SMS,,RESERVATION_TIME,,,VARCHAR(14),5,5,11,
742,FB_LOG_SMS,,CONTENT,,,VARCHAR(500),6,6,11,
743,FB_LOG_SMS,,RESULT,,,CHAR(1),7,7,11,
744,FB_LOG_SMS,,RESULT_MSG,,,CLOB,8,8,11,
745,FB_LOG_SMS,,INDATE,,,VARCHAR(14),9,9,11,
746,FB_LOG_SMS,,INUSERID,,,VARCHAR(25),10,10,11,
747,FB_LOG_SMS,,COMP,,,VARCHAR(20),11,11,11,
748,FB_MANAGER,사내사외구분,USERID,1,사용자아이디,VARCHAR(20),1,1,8,USERID
749,FB_MANAGER,사내사외구분,GADMIN,2,권한코드,VARCHAR(4),2,2,8,GADMIN
750,FB_MANAGER,사내사외구분,FMON,,권한시작일,VARCHAR(8),3,3,8,
751,FB_MANAGER,사내사외구분,TMON,,권한종료일,VARCHAR(8),4,4,8,
752,FB_MANAGER,사내사외구분,COMMENTS,,비고,VARCHAR(100),5,5,8,
753,FB_MANAGER,사내사외구분,LUSERID,,최종수정자,VARCHAR(20),6,6,8,
754,FB_MANAGER,사내사외구분,LDATE,,최종수정일,VARCHAR(14),7,7,8,
755,FB_MANAGER,사내사외구분,GUBUN,,사내사외구분,CHAR(1),8,8,8,
756,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,USERID,1,관리자 아이디,VARCHAR(20),1,1,6,USERID
757,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,MENUCODE,2,메뉴코드,VARCHAR(10),2,2,6,MENUCODE
758,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,ORD,,정렬순서,NUMBER,3,3,6,
759,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,LUSERID,,수정자,VARCHAR(20),4,4,6,
760,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,LDATE,,수정일,VARCHAR(14),5,5,6,
761,FB_MANAGER_INDEX,관리자 메인 메뉴관리 정보,VIEWYN,,보이기여,CHAR(1),6,6,6,
762,FB_MANAGER_MENUAUTH,,USERID,1,회원아이디,VARCHAR(50),1,1,3,USERID
763,FB_MANAGER_MENUAUTH,,SUBJ,2,강좌코드,VARCHAR(10),2,2,3,SUBJ
764,FB_MANAGER_MENUAUTH,,SUBJSEQ,3,차수코드,VARCHAR(10),3,3,3,SUBJSEQ
765,FB_MANAGER_REMOTE_MENU,관리자 리모컨메뉴 정보,USERID,1,사용자아이디,VARCHAR(20),1,1,4,USERID
766,FB_MANAGER_REMOTE_MENU,관리자 리모컨메뉴 정보,MENU,2,메뉴코드,VARCHAR(9),2,2,4,MENU
767,FB_MANAGER_REMOTE_MENU,관리자 리모컨메뉴 정보,INUSERID,,등록자,VARCHAR(20),3,3,4,
768,FB_MANAGER_REMOTE_MENU,관리자 리모컨메뉴 정보,INDATE,,등록일,VARCHAR(14),4,4,4,
769,FB_MEMBER,회원정보,USERID,1,사용자아이디,VARCHAR(20),1,1,89,USERID
770,FB_MEMBER,회원정보,PWD,,비밀번호,VARCHAR(40),2,2,89,
771,FB_MEMBER,회원정보,NAME,,성명,VARCHAR(128),3,3,89,
772,FB_MEMBER,회원정보,GENDER,,성별,CHAR(1),4,4,89,
773,FB_MEMBER,회원정보,BIRTHDAY,,생년월일,VARCHAR(9),5,5,89,
774,FB_MEMBER,회원정보,POST,,우편번호,CHAR(7),6,6,89,
775,FB_MEMBER,회원정보,ADDR1,,주소,VARCHAR(500),7,7,89,
776,FB_MEMBER,회원정보,ADDR2,,상세주소,VARCHAR(200),8,8,89,
777,FB_MEMBER,회원정보,HANDPHONE,,휴대폰번호,VARCHAR(32),9,9,89,
778,FB_MEMBER,회원정보,EMAIL,,이메일주소,VARCHAR(256),10,10,89,
779,FB_MEMBER,회원정보,SMS_YN,,SMS수신동의여부,CHAR(1),11,11,89,
780,FB_MEMBER,회원정보,EMAIL_YN,,이메일수신동의여부,CHAR(1),12,12,89,
781,FB_MEMBER,회원정보,COMP,,회사코드,VARCHAR(20),13,13,89,
782,FB_MEMBER,회원정보,DEPT,,통합부서코드,VARCHAR(20),14,14,89,
783,FB_MEMBER,회원정보,JIK,,직급코드,VARCHAR(20),15,15,89,
784,FB_MEMBER,회원정보,CLOSE_YN,,탈퇴여부,CHAR(1),16,16,89,
785,FB_MEMBER,회원정보,CLOSE_CODE,,탈퇴사유코드,VARCHAR(20),17,17,89,
786,FB_MEMBER,회원정보,CLOSE_ETC,,탈퇴사유,VARCHAR(200),18,18,89,
787,FB_MEMBER,회원정보,CLOSE_DT,,탈퇴일,VARCHAR(14),19,19,89,
788,FB_MEMBER,회원정보,LOGIN_FAIL_CNT,,로그인실패횟수,NUMBER,20,20,89,
789,FB_MEMBER,회원정보,INDATE,,가입일,VARCHAR(14),21,21,89,
790,FB_MEMBER,회원정보,INUSERID,,가입자,VARCHAR(20),22,22,89,
791,FB_MEMBER,회원정보,LUSERID,,최종수정자,VARCHAR(20),23,23,89,
792,FB_MEMBER,회원정보,LDATE,,최종수정일,VARCHAR(14),24,24,89,
793,FB_MEMBER,회원정보,AUTO_LOGIN,,자동로그인코드,VARCHAR(20),25,25,89,
794,FB_MEMBER,회원정보,AUTO_LOGIN_KEY,,자동로그인대칭키,VARCHAR(100),26,26,89,
795,FB_MEMBER,회원정보,PHONE,,집전화,VARCHAR(32),27,27,89,
796,FB_MEMBER,회원정보,JIKGUN,,직군,VARCHAR(20),28,28,89,
797,FB_MEMBER,회원정보,JIKJONG,,직종,VARCHAR(20),29,29,89,
798,FB_MEMBER,회원정보,JIKMU,,직무,VARCHAR(20),30,30,89,
799,FB_MEMBER,회원정보,ISOUTMEM,,[미사용],CHAR(1),31,31,89,
800,FB_MEMBER,회원정보,OUTCOMP,,[미사용],VARCHAR(20),32,32,89,
801,FB_MEMBER,회원정보,OUTDEPTNM,,[미사용],VARCHAR(80),33,33,89,
802,FB_MEMBER,회원정보,OUTJIKNM,,[미사용],VARCHAR(80),34,34,89,
803,FB_MEMBER,회원정보,LOGIN_YN,,로그인가능여부,CHAR(1),35,35,89,
804,FB_MEMBER,회원정보,HRD_SUBJIKMU,,[미사용],VARCHAR(20),36,36,89,
805,FB_MEMBER,회원정보,MANAGER_GUBUN,,관리자회원가입여부,CHAR(1),37,37,89,
806,FB_MEMBER,회원정보,MANAGER_COMPNM,,관리자가입회사명,VARCHAR(256),38,38,89,
807,FB_MEMBER,회원정보,STATUS,,"상태 (재직 : 1, 휴직 : 2, 퇴직 : 3)",VARCHAR(1),39,39,89,
808,FB_MEMBER,회원정보,USER_TYPE,,회원구분,VARCHAR(2),40,40,89,
809,FB_MEMBER,회원정보,PIN,,PIN 번호,VARCHAR(200),41,41,89,
810,FB_MEMBER,회원정보,FOREIGNER,,"내외국인(0:내국인, 1:외국인)",VARCHAR(10),42,42,89,
811,FB_MEMBER,회원정보,NAME_ENG,,영문이름,VARCHAR(128),43,43,89,
812,FB_MEMBER,회원정보,WORKPLACE,,사업장,VARCHAR(100),44,44,89,
813,FB_MEMBER,회원정보,TEAM,,소속팀,VARCHAR(100),45,45,89,
814,FB_MEMBER,회원정보,COMP_PHONE,,회사전화,VARCHAR(32),46,46,89,
815,FB_MEMBER,회원정보,BLOODTYPE,,혈액형,VARCHAR(10),47,47,89,
816,FB_MEMBER,회원정보,HEIGHT,,신장,NUMBER,48,48,89,
817,FB_MEMBER,회원정보,WEIGHT,,체중,NUMBER,49,49,89,
818,FB_MEMBER,회원정보,CLOTHES_SIZE,,의류사이즈,VARCHAR(20),50,50,89,
819,FB_MEMBER,회원정보,SHOE_SIZE,,신발사이즈,VARCHAR(20),51,51,89,
820,FB_MEMBER,회원정보,EDU_LEVEL,,최종학력,VARCHAR(20),52,52,89,
821,FB_MEMBER,회원정보,INSTITUTION,,교육기관,VARCHAR(100),53,53,89,
822,FB_MEMBER,회원정보,CAREER,,지도자 경력,CLOB,54,54,89,
823,FB_MEMBER,회원정보,AMATCH_YN,,A매치 20경기 이상 출전선수 여부,CHAR(1),55,55,89,
824,FB_MEMBER,회원정보,KLEAGUE_YN,,K리그 100경기 이상 출전선수 여부,CHAR(1),56,56,89,
825,FB_MEMBER,회원정보,FLEAGUE_YN,,해외리그 5년이상 활동선수 여부,CHAR(1),57,57,89,
826,FB_MEMBER,회원정보,GOOD_YN,,강습회 성적 우수자 여부,CHAR(1),58,58,89,
827,FB_MEMBER,회원정보,GOLDEN_YN,,골든에이지 지역지도자 여부,CHAR(1),59,59,89,
828,FB_MEMBER,회원정보,KLEADER_YN,,KFA 전임지도자/전임강사 경력 여부,CHAR(1),60,60,89,
829,FB_MEMBER,회원정보,NATIONAL_YN,,국제대회 참가경력 여부,CHAR(1),61,61,89,
830,FB_MEMBER,회원정보,FLICENSE_YN,,해외 축구 자격증 소지자 여부,CHAR(1),62,62,89,
831,FB_MEMBER,회원정보,PHONE_EXTENSION,,전화번호내선,VARCHAR(15),63,63,89,
832,FB_MEMBER,회원정보,PHONE_TYPE,,전화타입,VARCHAR(20),64,64,89,
833,FB_MEMBER,회원정보,ADDR_TYPE,,주소타입,VARCHAR(20),65,65,89,
834,FB_MEMBER,회원정보,PHONE2,,집전화2,VARCHAR(32),66,66,89,
835,FB_MEMBER,회원정보,PHONE3,,집전화3,VARCHAR(60),67,67,89,
836,FB_MEMBER,회원정보,HANDPHONE2,,휴대폰번호2,VARCHAR(32),68,68,89,
837,FB_MEMBER,회원정보,HANDPHONE3,,휴대폰번호3,VARCHAR(60),69,69,89,
838,FB_MEMBER,회원정보,MARKETING_YN,,개인정보 마케팅 활용 동의,CHAR(1),70,70,89,
839,FB_MEMBER,회원정보,THIRDOFFER_YN,,개인정보 제3자 제공 동의,CHAR(1),71,71,89,
840,FB_MEMBER,회원정보,BANK,,환불은행코드,VARCHAR(20),72,72,89,
841,FB_MEMBER,회원정보,ACCOUNT,,환불계좌번호,VARCHAR(60),73,73,89,
842,FB_MEMBER,회원정보,IPIN_DI,,IPIN_DI,VARCHAR(200),74,74,89,
843,FB_MEMBER,회원정보,IPIN_CI,,IPIN_CI,VARCHAR(200),75,75,89,
844,FB_MEMBER,회원정보,PASSPORT_NO,,여권번호,VARCHAR(60),76,76,89,
845,FB_MEMBER,회원정보,PASSPORT_DATE,,여권 만료,VARCHAR(60),77,77,89,
846,FB_MEMBER,회원정보,RESNO,,과거회원번호,VARCHAR(20),78,78,89,
847,FB_MEMBER,회원정보,IS_TEMP_PWD,,임시비밀번호여,CHAR(1),79,79,89,
848,FB_MEMBER,회원정보,SPECIAL_CODE,,특이사항,VARCHAR(200),80,80,89,
849,FB_MEMBER,회원정보,ETC,,,VARCHAR(4000),81,81,89,
850,FB_MEMBER,회원정보,PUSH_YN,,,CHAR(1),82,82,89,
851,FB_MEMBER,회원정보,PUSH_MAC_ADRESS,,,VARCHAR(200),83,83,89,
852,FB_MEMBER,회원정보,PUSH_DEVICE,,,VARCHAR(20),84,84,89,
853,FB_MEMBER,회원정보,SMS_RECEIVE_DENIED,,"SMS수신 거부/해제 ('Y' 거부 ,null 해제)",CHAR(1),85,85,89,
854,FB_MEMBER,회원정보,SMS_RECEIVE_DENIED_LUSERID,,SMS수신 거부/해제 처리자 (처리한 userid),VARCHAR(20),86,86,89,
855,FB_MEMBER,회원정보,SMS_RECEIVE_DENIED_LDATE,,SMS수신 거부/해제 날짜 (처리한 날짜),VARCHAR(14),87,87,89,
856,FB_MEMBER,회원정보,LEADER_YN,,(회원구분)지도자 여부,CHAR(1),88,88,89,
857,FB_MEMBER,회원정보,REFEREE_YN,,(회원구분)심판 여부,CHAR(1),89,89,89,
858,FB_MEMBERCODE,회원관리통합코드,CODE,1,회원관리통합코드,VARCHAR(20),1,1,13,CODE
859,FB_MEMBERCODE,회원관리통합코드,COMP,,회사코드,VARCHAR(20),2,2,13,
860,FB_MEMBERCODE,회원관리통합코드,PARENT_CODE,,상위회원관리통합코드,VARCHAR(20),3,3,13,
861,FB_MEMBERCODE,회원관리통합코드,CODE_TYPE,,구분코드,VARCHAR(4),4,4,13,
862,FB_MEMBERCODE,회원관리통합코드,COMM_CODE,,회원관리코드,VARCHAR(13),5,5,13,
863,FB_MEMBERCODE,회원관리통합코드,DEPTH,,부서레벨,VARCHAR(256),6,6,13,
864,FB_MEMBERCODE,회원관리통합코드,DISPLAY_ORDER,,정렬순서,VARCHAR(256),7,7,13,
865,FB_MEMBERCODE,회원관리통합코드,DEPT_MANAGER,,부서장아이디,VARCHAR(20),8,8,13,
866,FB_MEMBERCODE,회원관리통합코드,CODENM_KR,,한글코드명,VARCHAR(128),9,9,13,
867,FB_MEMBERCODE,회원관리통합코드,CODENM_EN,,영문코드명,VARCHAR(128),10,10,13,
868,FB_MEMBERCODE,회원관리통합코드,USERYN,,사용여부,CHAR(1),11,11,13,
