SEQ,TABLE_NAME,TABLE_COMMENTS,COLUMN_NAME,POSITION,COLUMN_COMMENTS,DATA_TYPE,COLUMN_ID,IDX,COL_TOT,PK_COL
262,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,INDATE,,등록일,VARCHAR(14),5,5,7,
263,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,LUSERID,,수정자,VARCHAR(20),6,6,7,
264,FB_EXAMPAPER_EXAM,평가지별문제맵핑정보,LDATE,,수정일,VARCHAR(14),7,7,7,
265,FB_EXAMRESULT,평가지결과정보,SUBJ,1,과정코드,VARCHAR(20),1,1,18,SUBJ
266,FB_EXAMRESULT,평가지결과정보,SUBJSEQ,2,과정차수번호,VARCHAR(4),2,2,18,SUBJSEQ
267,FB_EXAMRESULT,평가지결과정보,PAPER_SEQ,3,문제지번호,NUMBER,3,3,18,PAPER_SEQ
268,FB_EXAMRESULT,평가지결과정보,USERID,4,통합사번,VARCHAR(20),4,4,18,USERID
269,FB_EXAMRESULT,평가지결과정보,TOTGETSCORE,,총획득점수,NUMBER,5,5,18,
270,FB_EXAMRESULT,평가지결과정보,TOTEXAMCNT,,총문제수,NUMBER,6,6,18,
271,FB_EXAMRESULT,평가지결과정보,TOTANSWER,,총정답수,NUMBER,7,7,18,
272,FB_EXAMRESULT,평가지결과정보,STARTTIME,,시작시간,VARCHAR(14),8,8,18,
273,FB_EXAMRESULT,평가지결과정보,ENDTIME,,종료시간,VARCHAR(14),9,9,18,
274,FB_EXAMRESULT,평가지결과정보,CNT,,사용자응시횟수,NUMBER,10,10,18,
275,FB_EXAMRESULT,평가지결과정보,USERIP,,평가자IP,VARCHAR(15),11,11,18,
276,FB_EXAMRESULT,평가지결과정보,TYPE4_MARK_YN,,서술형채점상태,CHAR(1),12,12,18,
277,FB_EXAMRESULT,평가지결과정보,TYPE4_MARK_DATE,,서술형채점일,VARCHAR(14),13,13,18,
278,FB_EXAMRESULT,평가지결과정보,TYPE4_MARK_USERID,,서?형채점자,VARCHAR(20),14,14,18,
279,FB_EXAMRESULT,평가지결과정보,INUSERID,,등록자,VARCHAR(20),15,15,18,
280,FB_EXAMRESULT,평가지결과정보,INDATE,,등록일,VARCHAR(14),16,16,18,
281,FB_EXAMRESULT,평가지결과정보,LUSERID,,수정자,VARCHAR(20),17,17,18,
282,FB_EXAMRESULT,평가지결과정보,LDATE,,수정일,VARCHAR(14),18,18,18,
283,FB_EXAMSUL,평가문제보기정보,SUBJ,1,과정코드,VARCHAR(20),1,1,9,SUBJ
284,FB_EXAMSUL,평가문제보기정보,EXAM_SEQ,2,문제번호,NUMBER,2,2,9,EXAM_SEQ
285,FB_EXAMSUL,평가문제보기정보,SEL_SEQ,3,보기번호,NUMBER,3,3,9,SEL_SEQ
286,FB_EXAMSUL,평가문제보기정보,SEL_TEXT,,보기,VARCHAR(1000),4,4,9,
287,FB_EXAMSUL,평가문제보기정보,ISANSWER,,정답유무,CHAR(1),5,5,9,
288,FB_EXAMSUL,평가문제보기정보,INUSERID,,등록자,VARCHAR(20),6,6,9,
289,FB_EXAMSUL,평가문제보기정보,INDATE,,등록일,VARCHAR(14),7,7,9,
290,FB_EXAMSUL,평가문제보기정보,LUSERID,,수정자,VARCHAR(20),8,8,9,
291,FB_EXAMSUL,평가문제보기정보,LDATE,,수정일,VARCHAR(14),9,9,9,
292,FB_EXAMSUL_RESULT,평가문제결과정보,SUBJ,1,과정코드,VARCHAR(20),1,1,13,SUBJ
293,FB_EXAMSUL_RESULT,평가문제결과정보,SUBJSEQ,2,과정차수번호,VARCHAR(4),2,2,13,SUBJSEQ
294,FB_EXAMSUL_RESULT,평가문제결과정보,PAPER_SEQ,3,문제지번호,NUMBER,3,3,13,PAPER_SEQ
295,FB_EXAMSUL_RESULT,평가문제결과정보,EXAM_SEQ,4,문제번호,NUMBER,4,4,13,EXAM_SEQ
296,FB_EXAMSUL_RESULT,평가문제결과정보,USERID,5,통합사번,VARCHAR(20),5,5,13,USERID
297,FB_EXAMSUL_RESULT,평가문제결과정보,ORD,,문제순서,NUMBER,6,6,13,
298,FB_EXAMSUL_RESULT,평가문제결과정보,ANSWER,,사용자입력답,VARCHAR(1000),7,7,13,
299,FB_EXAMSUL_RESULT,평가문제결과정보,ISANSWER,,정답유무,CHAR(1),8,8,13,
300,FB_EXAMSUL_RESULT,평가문제결과정보,SCORE,,획득점수,NUMBER,9,9,13,
301,FB_EXAMSUL_RESULT,평가문제결과정보,INUSERID,,등록자,VARCHAR(20),10,10,13,
302,FB_EXAMSUL_RESULT,평가문제결과정보,INDATE,,등록일,VARCHAR(14),11,11,13,
303,FB_EXAMSUL_RESULT,평가문제결과정보,LUSERID,,수정자,VARCHAR(20),12,12,13,
304,FB_EXAMSUL_RESULT,평가문제결과정보,LDATE,,수정일,VARCHAR(14),13,13,13,
305,FB_EXAM_LOG,시험응시로그,SUBJ,1,과정코드,VARCHAR(20),1,1,9,SUBJ
306,FB_EXAM_LOG,시험응시로그,SUBJSEQ,2,과정차수번호,VARCHAR(4),2,2,9,SUBJSEQ
307,FB_EXAM_LOG,시험응시로그,PAPER_SEQ,3,문제지번호,NUMBER,3,3,9,PAPER_SEQ
308,FB_EXAM_LOG,시험응시로그,USERID,5,통합사번,VARCHAR(20),4,4,9,USERID
309,FB_EXAM_LOG,시험응시로그,SEQ,4,일련번호,NUMBER,5,5,9,SEQ
310,FB_EXAM_LOG,시험응시로그,LUSERID,,응시자,VARCHAR(20),6,6,9,
311,FB_EXAM_LOG,시험응시로그,LDATE,,응시일,VARCHAR(14),7,7,9,
312,FB_EXAM_LOG,시험응시로그,USERIP,,학습자IP,VARCHAR(50),8,8,9,
313,FB_EXAM_LOG,시험응시로그,DEVICE,,접속방법,VARCHAR(50),9,9,9,
314,FB_GADMIN,권한정보,GADMIN,1,권한코드,VARCHAR(4),1,1,6,GADMIN
315,FB_GADMIN,권한정보,GADMINNM,,권한명,VARCHAR(80),2,2,6,
316,FB_GADMIN,권한정보,COMMENTS,,권한설명,VARCHAR(100),3,3,6,
317,FB_GADMIN,권한정보,PADMIN,,상위권한코드,VARCHAR(3),4,4,6,
318,FB_GADMIN,권한정보,LUSERID,,수정자,VARCHAR(20),5,5,6,
319,FB_GADMIN,권한정보,LDATE,,수정일,VARCHAR(14),6,6,6,
320,FB_GATEIMAGE,게이트페이지이미지정보,GRCODE,1,주관처코드,VARCHAR(7),1,1,14,GRCODE
321,FB_GATEIMAGE,게이트페이지이미지정보,TOPREALFILE,,TOP로고실제파일명,VARCHAR(256),2,2,14,
322,FB_GATEIMAGE,게이트페이지이미지정보,TOPSAVEFILE,,TOP로고저장파일명,VARCHAR(256),3,3,14,
323,FB_GATEIMAGE,게이트페이지이미지정보,FOOTERREALFILE,,FOOTER로고실제파일명,VARCHAR(256),4,4,14,
324,FB_GATEIMAGE,게이트페이지이미지정보,FOOTERSAVEFILE,,FOOTER로고저장파일명,VARCHAR(256),5,5,14,
325,FB_GATEIMAGE,게이트페이지이미지정보,FOOTERCOPYREALFILE,,FOOTER카피라이터저장파일명,VARCHAR(256),6,6,14,
326,FB_GATEIMAGE,게이트페이지이미지정보,FOOTERCOPYSAVEFILE,,FOOTER카피라이터실제파일명,VARCHAR(256),7,7,14,
327,FB_GATEIMAGE,게이트페이지이미지정보,LUSERID,,수정자,VARCHAR(20),8,8,14,
328,FB_GATEIMAGE,게이트페이지이미지정보,LDATE,,수정일,VARCHAR(14),9,9,14,
329,FB_GATEIMAGE,게이트페이지이미지정보,ADMIN_EMAIL,,운영자이메일,VARCHAR(80),10,10,14,
330,FB_GATEIMAGE,게이트페이지이미지정보,ADDR_TXT,,주소,VARCHAR(256),11,11,14,
331,FB_GATEIMAGE,게이트페이지이미지정보,TOP_TXT,,상단안내멘트,VARCHAR(256),12,12,14,
332,FB_GATEIMAGE,게이트페이지이미지정보,SUB_TXT,,서브안내멘트,VARCHAR(256),13,13,14,
333,FB_GATEIMAGE,게이트페이지이미지정보,COPY_TXT,,카피라이터멘트,VARCHAR(256),14,14,14,
334,FB_GATE_OBJ,게이트콘텐츠정보,SEQ,1,콘텐츠번호,NUMBER,1,1,11,SEQ
335,FB_GATE_OBJ,게이트콘텐츠정보,SIZETYPE,,사이즈코드,VARCHAR(20),2,2,11,
336,FB_GATE_OBJ,게이트콘텐츠정보,GUBUN,,콘텐츠구분코드,VARCHAR(20),3,3,11,
337,FB_GATE_OBJ,게이트콘텐츠정보,OBJNM,,콘텐츠명,VARCHAR(80),4,4,11,
338,FB_GATE_OBJ,게이트콘텐츠정보,OBJTEXT,,콘텐츠설명,CLOB,5,5,11,
339,FB_GATE_OBJ,게이트콘텐츠정보,OBJURL,,콘텐츠URL,VARCHAR(256),6,6,11,
340,FB_GATE_OBJ,게이트콘텐츠정보,ISBLANK,,타겟구분,CHAR(1),7,7,11,
341,FB_GATE_OBJ,게이트콘텐츠정보,SAVEFILE,,이미지저장파일명,VARCHAR(256),8,8,11,
342,FB_GATE_OBJ,게이트콘텐츠정보,REALFILE,,이미지실제파일명,VARCHAR(256),9,9,11,
343,FB_GATE_OBJ,게이트콘텐츠정보,LUSERID,,수정자,VARCHAR(20),10,10,11,
344,FB_GATE_OBJ,게이트콘텐츠정보,LDATE,,수정일,VARCHAR(14),11,11,11,
345,FB_GATE_OBJ_GRCODE,게이트콘텐츠맵핑정보,GRCODE,1,주관처코드,VARCHAR(7),1,1,5,GRCODE
346,FB_GATE_OBJ_GRCODE,게이트콘텐츠맵핑정보,SEQ,2,콘텐츠정보,NUMBER,2,2,5,SEQ
347,FB_GATE_OBJ_GRCODE,게이트콘텐츠맵핑정보,ORD,,순번,NUMBER,3,3,5,
348,FB_GATE_OBJ_GRCODE,게이트콘텐츠맵핑정보,LUSERID,,수정자,VARCHAR(20),4,4,5,
349,FB_GATE_OBJ_GRCODE,게이트콘텐츠맵핑정보,LDATE,,수정일,VARCHAR(14),5,5,5,
350,FB_GRCODE,주관처정보,GRCODE,1,주관처코드,VARCHAR(7),1,1,14,GRCODE
351,FB_GRCODE,주관처정보,GRCODENM,,주관처명,VARCHAR(50),2,2,14,
352,FB_GRCODE,주관처정보,INCHARGEID,,담당자아이디,VARCHAR(20),3,3,14,
353,FB_GRCODE,주관처정보,DOMAIN,,도메인,VARCHAR(200),4,4,14,
354,FB_GRCODE,주관처정보,LAYOUTTYPE,,레이아웃타입,VARCHAR(4),5,5,14,
355,FB_GRCODE,주관처정보,LUSERID,,수정자,VARCHAR(20),6,6,14,
356,FB_GRCODE,주관처정보,LDATE,,수정일,VARCHAR(14),7,7,14,
357,FB_GRCODE,주관처정보,USEYN,,사용여부,CHAR(1),8,8,14,
358,FB_GRCODE,주관처정보,CDPSTATE,,CDP상태값,CHAR(1),9,9,14,
359,FB_GRCODE,주관처정보,REPAIR,,서비스점검여부,CHAR(1),10,10,14,
360,FB_GRCODE,주관처정보,REPAIR_DT,,서비스점검일시,VARCHAR(256),11,11,14,
361,FB_GRCODE,주관처정보,REPAIR_TXT,,서비스점검내용,VARCHAR(256),12,12,14,
362,FB_GRCODE,주관처정보,ORD,,노출순서,NUMBER,13,13,14,
363,FB_GRCODE,주관처정보,SUBJCLASSLEVEL,,과정분류레벨,NUMBER,14,14,14,
364,FB_GRCODEMAN,주관처관리자맵핑정보,USERID,1,사용자아이디,VARCHAR(20),1,1,5,USERID
365,FB_GRCODEMAN,주관처관리자맵핑정보,GADMIN,2,권한코드,VARCHAR(4),2,2,5,GADMIN
366,FB_GRCODEMAN,주관처관리자맵핑정보,GRCODE,3,주관처코드,VARCHAR(7),3,3,5,GRCODE
367,FB_GRCODEMAN,주관처관리자맵핑정보,LUSERID,,수정자,VARCHAR(20),4,4,5,
368,FB_GRCODEMAN,주관처관리자맵핑정보,LDATE,,수정일,VARCHAR(14),5,5,5,
369,FB_GRCOMP,주관처대상정보,LUSERID,,수정자,VARCHAR(20),1,1,4,
370,FB_GRCOMP,주관처대상정보,LDATE,,수정일,VARCHAR(14),2,2,4,
371,FB_GRCOMP,주관처대상정보,GRCODE,1,주관처코드,VARCHAR(7),3,3,4,GRCODE
372,FB_GRCOMP,주관처대상정보,COMP,2,회사코드,VARCHAR(20),4,4,4,COMP
373,FB_HOLYDAY,공휴일정보,HDATE,,공휴일,VARCHAR(8),1,1,4,
374,FB_HOLYDAY,공휴일정보,ISHOLYDAY,,공휴일여부,CHAR(1),2,2,4,
375,FB_HOLYDAY,공휴일정보,ISWEEK,,주말여부,CHAR(1),3,3,4,
376,FB_HOLYDAY,공휴일정보,HDATE_TXT,,비고,VARCHAR(20),4,4,4,
377,FB_HOMEFAQ_CATEGORY,홈페이지FAQ카테고리정보,CATEGORY,1,카테고리코드,VARCHAR(4),1,1,4,CATEGORY
378,FB_HOMEFAQ_CATEGORY,홈페이지FAQ카테고리정보,CATEGORYNAME,,카테고리명,VARCHAR(20),2,2,4,
379,FB_HOMEFAQ_CATEGORY,홈페이지FAQ카테고리정보,LUSERID,,수정자,VARCHAR(20),3,3,4,
380,FB_HOMEFAQ_CATEGORY,홈페이지FAQ카테고리정보,LDATE,,수정일,VARCHAR(14),4,4,4,
381,FB_KEYWORD,키워드정보,GRCODE,1,주관처코드,VARCHAR(7),1,1,7,GRCODE
382,FB_KEYWORD,키워드정보,KEYWORD,2,키워드코드,NUMBER,2,2,7,KEYWORD
383,FB_KEYWORD,키워드정보,KEYWORDNM,,키워드명,VARCHAR(100),3,3,7,
384,FB_KEYWORD,키워드정보,INDATE,,등록일,VARCHAR(14),4,4,7,
385,FB_KEYWORD,키워드정보,INUSERID,,등록자,VARCHAR(20),5,5,7,
386,FB_KEYWORD,키워드정보,LDATE,,수정일,VARCHAR(14),6,6,7,
387,FB_KEYWORD,키워드정보,LUSERID,,수정자,VARCHAR(20),7,7,7,
388,FB_KFA_LICENSE_INFO,이력에없는자격증,SEQ,1,,NUMBER,1,1,12,SEQ
389,FB_KFA_LICENSE_INFO,이력에없는자격증,RESNO,,,VARCHAR(50),2,2,12,
390,FB_KFA_LICENSE_INFO,이력에없는자격증,CL_KFA,,,VARCHAR(50),3,3,12,
391,FB_KFA_LICENSE_INFO,이력에없는자격증,CL_AFC,,,VARCHAR(50),4,4,12,
392,FB_KFA_LICENSE_INFO,이력에없는자격증,GK_KFA,,,VARCHAR(50),5,5,12,
393,FB_KFA_LICENSE_INFO,이력에없는자격증,GK_AFC,,,VARCHAR(50),6,6,12,
394,FB_KFA_LICENSE_INFO,이력에없는자격증,FS_KFA,,,VARCHAR(50),7,7,12,
395,FB_KFA_LICENSE_INFO,이력에없는자격증,FS_AFC,,,VARCHAR(50),8,8,12,
396,FB_KFA_LICENSE_INFO,이력에없는자격증,LDATE,,,VARCHAR(50),9,9,12,
397,FB_KFA_LICENSE_INFO,이력에없는자격증,CL_EDUEND,,,VARCHAR(50),10,10,12,
398,FB_KFA_LICENSE_INFO,이력에없는자격증,GK_EDUEND,,,VARCHAR(50),11,11,12,
399,FB_KFA_LICENSE_INFO,이력에없는자격증,FS_EDUEND,,,VARCHAR(50),12,12,12,
400,FB_KFA_MSTOLD,KFA과거교육이력,SEQ,1,일련번호,NUMBER,1,1,36,SEQ
401,FB_KFA_MSTOLD,KFA과거교육이력,IPIN_CI,,IPIN_CI,VARCHAR(200),2,2,36,
402,FB_KFA_MSTOLD,KFA과거교육이력,NAME,,이름,VARCHAR(200),3,3,36,
403,FB_KFA_MSTOLD,KFA과거교육이력,TYPE,,자격증코드,VARCHAR(200),4,4,36,
404,FB_KFA_MSTOLD,KFA과거교육이력,SUBJNM,,과정명,VARCHAR(200),5,5,36,
405,FB_KFA_MSTOLD,KFA과거교육이력,YEAR,,년도,VARCHAR(4),6,6,36,
406,FB_KFA_MSTOLD,KFA과거교육이력,STARTED,,교육시작일,VARCHAR(8),7,7,36,
407,FB_KFA_MSTOLD,KFA과거교육이력,ENDED,,교육종료일,VARCHAR(8),8,8,36,
408,FB_KFA_MSTOLD,KFA과거교육이력,PACCEPT,,총점,NUMBER,9,9,36,
409,FB_KFA_MSTOLD,KFA과거교육이력,GRAYN,,"합격여부(Y:합격,N:불합격,R:재시험)",CHAR(1),10,10,36,
410,FB_KFA_MSTOLD,KFA과거교육이력,HOUR,,이수시간,NUMBER,11,11,36,
411,FB_KFA_MSTOLD,KFA과거교육이력,INSTITUTE,,교육기관,VARCHAR(200),12,12,36,
412,FB_KFA_MSTOLD,KFA과거교육이력,TUTORNAME,,강사명,VARCHAR(200),13,13,36,
413,FB_KFA_MSTOLD,KFA과거교육이력,PLCAE,,장소,VARCHAR(200),14,14,36,
414,FB_KFA_MSTOLD,KFA과거교육이력,ISSUPERIOR,,우수자여부,CHAR(1),15,15,36,
415,FB_KFA_MSTOLD,KFA과거교육이력,ISBLACKLIST,,블랙리스트대상여부,CHAR(1),16,16,36,
416,FB_KFA_MSTOLD,KFA과거교육이력,KFACODE,,KFA코드,VARCHAR(200),17,17,36,
417,FB_KFA_MSTOLD,KFA과거교육이력,AFCCODE,,AFC코드,VARCHAR(200),18,18,36,
418,FB_KFA_MSTOLD,KFA과거교육이력,EDU_TYPE,,"교육구분(1:자격교육,2:보수교육)",VARCHAR(20),19,19,36,
419,FB_KFA_MSTOLD,KFA과거교육이력,RESNO,,과거회원번호,VARCHAR(20),20,20,36,
420,FB_KFA_MSTOLD,KFA과거교육이력,GRADE,,학점,VARCHAR(10),21,21,36,
421,FB_KFA_MSTOLD,KFA과거교육이력,USERID,,매칭아이디,VARCHAR(20),22,22,36,
422,FB_KFA_MSTOLD,KFA과거교육이력,KFASUBJ,,과거과정코드,VARCHAR(20),23,23,36,
423,FB_KFA_MSTOLD,KFA과거교육이력,KFASUBJSEQ,,과거과정차수,VARCHAR(4),24,24,36,
424,FB_KFA_MSTOLD,KFA과거교육이력,STEP,,진도율,VARCHAR(10),25,25,36,
425,FB_KFA_MSTOLD,KFA과거교육이력,EXAM,,평가점수,VARCHAR(10),26,26,36,
426,FB_KFA_MSTOLD,KFA과거교육이력,LICENSE_NDATE,,자격증갱신일,VARCHAR(14),27,27,36,
427,FB_KFA_MSTOLD,KFA과거교육이력,LICENSE_UDATE,,자격증만료일,VARCHAR(14),28,28,36,
428,FB_KFA_MSTOLD,KFA과거교육이력,SUBJ_TYPE,,교육형태,VARCHAR(20),29,29,36,
429,FB_KFA_MSTOLD,KFA과거교육이력,RENEWAL_CNT,,갱신횟수,NUMBER,30,30,36,
430,FB_KFA_MSTOLD,KFA과거교육이력,HISTORYGUBUN,,KFA/MULTI 구분,VARCHAR(10),31,31,36,
431,FB_KFA_MSTOLD,KFA과거교육이력,LUSERID,,수정자,VARCHAR(20),32,32,36,
432,FB_KFA_MSTOLD,KFA과거교육이력,LDATE,,수정일,VARCHAR(50),33,33,36,
433,FB_KFA_MSTOLD,KFA과거교육이력,COMP_NO,,,VARCHAR(20),34,34,36,
434,FB_KFA_MSTOLD,KFA과거교육이력,FIX_ENDED,,,VARCHAR(8),35,35,36,
435,FB_KFA_MSTOLD,KFA과거교육이력,FLAG,,"배치등록여부 구분값(Y: 배치 등록, N:배치 미등록)",CHAR(1),36,36,36,
436,FB_KFA_MSTOLD170725,,SEQ,,,NUMBER,1,1,35,
437,FB_KFA_MSTOLD170725,,IPIN_CI,,,VARCHAR(200),2,2,35,
438,FB_KFA_MSTOLD170725,,NAME,,,VARCHAR(200),3,3,35,
439,FB_KFA_MSTOLD170725,,TYPE,,,VARCHAR(200),4,4,35,
440,FB_KFA_MSTOLD170725,,SUBJNM,,,VARCHAR(200),5,5,35,
441,FB_KFA_MSTOLD170725,,YEAR,,,VARCHAR(4),6,6,35,
442,FB_KFA_MSTOLD170725,,STARTED,,,VARCHAR(8),7,7,35,
443,FB_KFA_MSTOLD170725,,ENDED,,,VARCHAR(8),8,8,35,
444,FB_KFA_MSTOLD170725,,PACCEPT,,,NUMBER,9,9,35,
445,FB_KFA_MSTOLD170725,,GRAYN,,,CHAR(1),10,10,35,
446,FB_KFA_MSTOLD170725,,HOUR,,,NUMBER,11,11,35,
447,FB_KFA_MSTOLD170725,,INSTITUTE,,,VARCHAR(200),12,12,35,
448,FB_KFA_MSTOLD170725,,TUTORNAME,,,VARCHAR(200),13,13,35,
449,FB_KFA_MSTOLD170725,,PLCAE,,,VARCHAR(200),14,14,35,
450,FB_KFA_MSTOLD170725,,ISSUPERIOR,,,CHAR(1),15,15,35,
451,FB_KFA_MSTOLD170725,,ISBLACKLIST,,,CHAR(1),16,16,35,
452,FB_KFA_MSTOLD170725,,KFACODE,,,VARCHAR(200),17,17,35,
453,FB_KFA_MSTOLD170725,,AFCCODE,,,VARCHAR(200),18,18,35,
454,FB_KFA_MSTOLD170725,,EDU_TYPE,,,VARCHAR(20),19,19,35,
455,FB_KFA_MSTOLD170725,,RESNO,,,VARCHAR(20),20,20,35,
456,FB_KFA_MSTOLD170725,,GRADE,,,VARCHAR(10),21,21,35,
457,FB_KFA_MSTOLD170725,,USERID,,,VARCHAR(20),22,22,35,
458,FB_KFA_MSTOLD170725,,KFASUBJ,,,VARCHAR(20),23,23,35,
459,FB_KFA_MSTOLD170725,,KFASUBJSEQ,,,VARCHAR(4),24,24,35,
460,FB_KFA_MSTOLD170725,,STEP,,,VARCHAR(10),25,25,35,
461,FB_KFA_MSTOLD170725,,EXAM,,,VARCHAR(10),26,26,35,
462,FB_KFA_MSTOLD170725,,LICENSE_NDATE,,,VARCHAR(14),27,27,35,
463,FB_KFA_MSTOLD170725,,LICENSE_UDATE,,,VARCHAR(14),28,28,35,
464,FB_KFA_MSTOLD170725,,SUBJ_TYPE,,,VARCHAR(20),29,29,35,
465,FB_KFA_MSTOLD170725,,RENEWAL_CNT,,,NUMBER,30,30,35,
466,FB_KFA_MSTOLD170725,,HISTORYGUBUN,,,VARCHAR(10),31,31,35,
467,FB_KFA_MSTOLD170725,,LUSERID,,,VARCHAR(20),32,32,35,
468,FB_KFA_MSTOLD170725,,LDATE,,,VARCHAR(50),33,33,35,
469,FB_KFA_MSTOLD170725,,COMP_NO,,,VARCHAR(20),34,34,35,
470,FB_KFA_MSTOLD170725,,FIX_ENDED,,,VARCHAR(8),35,35,35,
471,FB_KFA_MSTOLD20180426,,SEQ,,,NUMBER,1,1,33,
472,FB_KFA_MSTOLD20180426,,IPIN_CI,,,VARCHAR(200),2,2,33,
473,FB_KFA_MSTOLD20180426,,NAME,,,VARCHAR(200),3,3,33,
474,FB_KFA_MSTOLD20180426,,TYPE,,,VARCHAR(200),4,4,33,
475,FB_KFA_MSTOLD20180426,,SUBJNM,,,VARCHAR(200),5,5,33,
476,FB_KFA_MSTOLD20180426,,YEAR,,,VARCHAR(4),6,6,33,
477,FB_KFA_MSTOLD20180426,,STARTED,,,VARCHAR(8),7,7,33,
478,FB_KFA_MSTOLD20180426,,ENDED,,,VARCHAR(8),8,8,33,
479,FB_KFA_MSTOLD20180426,,PACCEPT,,,NUMBER,9,9,33,
480,FB_KFA_MSTOLD20180426,,GRAYN,,,CHAR(1),10,10,33,
481,FB_KFA_MSTOLD20180426,,HOUR,,,NUMBER,11,11,33,
482,FB_KFA_MSTOLD20180426,,INSTITUTE,,,VARCHAR(200),12,12,33,
483,FB_KFA_MSTOLD20180426,,TUTORNAME,,,VARCHAR(200),13,13,33,
484,FB_KFA_MSTOLD20180426,,PLCAE,,,VARCHAR(200),14,14,33,
485,FB_KFA_MSTOLD20180426,,ISSUPERIOR,,,CHAR(1),15,15,33,
486,FB_KFA_MSTOLD20180426,,ISBLACKLIST,,,CHAR(1),16,16,33,
487,FB_KFA_MSTOLD20180426,,KFACODE,,,VARCHAR(200),17,17,33,
488,FB_KFA_MSTOLD20180426,,AFCCODE,,,VARCHAR(200),18,18,33,
489,FB_KFA_MSTOLD20180426,,EDU_TYPE,,,VARCHAR(20),19,19,33,
490,FB_KFA_MSTOLD20180426,,RESNO,,,VARCHAR(20),20,20,33,
491,FB_KFA_MSTOLD20180426,,GRADE,,,VARCHAR(10),21,21,33,
492,FB_KFA_MSTOLD20180426,,USERID,,,VARCHAR(20),22,22,33,
493,FB_KFA_MSTOLD20180426,,KFASUBJ,,,VARCHAR(20),23,23,33,
494,FB_KFA_MSTOLD20180426,,KFASUBJSEQ,,,VARCHAR(4),24,24,33,
495,FB_KFA_MSTOLD20180426,,STEP,,,VARCHAR(10),25,25,33,
496,FB_KFA_MSTOLD20180426,,EXAM,,,VARCHAR(10),26,26,33,
497,FB_KFA_MSTOLD20180426,,LICENSE_NDATE,,,VARCHAR(14),27,27,33,
498,FB_KFA_MSTOLD20180426,,LICENSE_UDATE,,,VARCHAR(14),28,28,33,
499,FB_KFA_MSTOLD20180426,,SUBJ_TYPE,,,VARCHAR(20),29,29,33,
500,FB_KFA_MSTOLD20180426,,RENEWAL_CNT,,,NUMBER,30,30,33,
501,FB_KFA_MSTOLD20180426,,HISTORYGUBUN,,,VARCHAR(10),31,31,33,
502,FB_KFA_MSTOLD20180426,,LUSERID,,,VARCHAR(20),32,32,33,
503,FB_KFA_MSTOLD20180426,,LDATE,,,VARCHAR(50),33,33,33,
504,FB_KFA_MSTOLD_BAK,,SEQ,,,NUMBER,1,1,33,
505,FB_KFA_MSTOLD_BAK,,IPIN_CI,,,VARCHAR(200),2,2,33,
506,FB_KFA_MSTOLD_BAK,,NAME,,,VARCHAR(200),3,3,33,
507,FB_KFA_MSTOLD_BAK,,TYPE,,,VARCHAR(200),4,4,33,
508,FB_KFA_MSTOLD_BAK,,SUBJNM,,,VARCHAR(200),5,5,33,
509,FB_KFA_MSTOLD_BAK,,YEAR,,,VARCHAR(4),6,6,33,
510,FB_KFA_MSTOLD_BAK,,STARTED,,,VARCHAR(8),7,7,33,
511,FB_KFA_MSTOLD_BAK,,ENDED,,,VARCHAR(8),8,8,33,
512,FB_KFA_MSTOLD_BAK,,PACCEPT,,,NUMBER,9,9,33,
513,FB_KFA_MSTOLD_BAK,,GRAYN,,,CHAR(1),10,10,33,
514,FB_KFA_MSTOLD_BAK,,HOUR,,,NUMBER,11,11,33,
515,FB_KFA_MSTOLD_BAK,,INSTITUTE,,,VARCHAR(200),12,12,33,
516,FB_KFA_MSTOLD_BAK,,TUTORNAME,,,VARCHAR(200),13,13,33,
517,FB_KFA_MSTOLD_BAK,,PLCAE,,,VARCHAR(200),14,14,33,
518,FB_KFA_MSTOLD_BAK,,ISSUPERIOR,,,CHAR(1),15,15,33,
519,FB_KFA_MSTOLD_BAK,,ISBLACKLIST,,,CHAR(1),16,16,33,
520,FB_KFA_MSTOLD_BAK,,KFACODE,,,VARCHAR(200),17,17,33,
521,FB_KFA_MSTOLD_BAK,,AFCCODE,,,VARCHAR(200),18,18,33,
522,FB_KFA_MSTOLD_BAK,,EDU_TYPE,,,VARCHAR(20),19,19,33,
523,FB_KFA_MSTOLD_BAK,,RESNO,,,VARCHAR(20),20,20,33,
524,FB_KFA_MSTOLD_BAK,,GRADE,,,VARCHAR(10),21,21,33,
525,FB_KFA_MSTOLD_BAK,,USERID,,,VARCHAR(20),22,22,33,
526,FB_KFA_MSTOLD_BAK,,KFASUBJ,,,VARCHAR(20),23,23,33,
527,FB_KFA_MSTOLD_BAK,,KFASUBJSEQ,,,VARCHAR(4),24,24,33,
528,FB_KFA_MSTOLD_BAK,,STEP,,,VARCHAR(10),25,25,33,
529,FB_KFA_MSTOLD_BAK,,EXAM,,,VARCHAR(10),26,26,33,
530,FB_KFA_MSTOLD_BAK,,LICENSE_NDATE,,,VARCHAR(14),27,27,33,
531,FB_KFA_MSTOLD_BAK,,LICENSE_UDATE,,,VARCHAR(14),28,28,33,
532,FB_KFA_MSTOLD_BAK,,SUBJ_TYPE,,,VARCHAR(20),29,29,33,
533,FB_KFA_MSTOLD_BAK,,RENEWAL_CNT,,,NUMBER,30,30,33,
